label	text_a
1	嗯 鸟 有
1	不 是 这个 是 我 的 寒假 作业 哪
1	你 觉得 我 好看 么 ?
1	晚风 轻拂 澎湖湾 啊 白浪 逐 沙滩 没有 椰林 缀 斜阳只片海蓝蓝 在 每天 的 爱情伤 一遍遍 幻想 也是 黄昏 的 沙滩 上 有人 叫 一辆 对 吧 那 是 外婆 拄 着 杖 将 我 手 轻轻 挽 香月 会 男女 朋友
1	你 觉 你 觉得 我的偶像 是 谁
1	这么 早 的 你 睡 啥 觉
1	大 20岁
1	充 万
1	你 在 瞌睡 比较 大
1	嗯 ， 我 现在 有很多 数学 题 不会 求 你 帮忙
1	何必 当初 恋 情人节 ，
1	随便 不败
1	你 是 存在 的 吗 ？
1	第四 就 第四 关 我 什么 事
0	你 要 打 我 ， 把 我 吓坏 了
1	你 也 讲 过
0	不 认真 ， 但是 伤心 了
1	以 直气 壮 的 一
1	快点 睡 吧 不 然 我 叫 你 妈妈 来 打 你 了
1	你 爸爸 新浪 同意 说 的 话 我 想 我 的 心
1	弄 ， ＠ ，
1	都 觉得 健康 skks jw by fjd jd jx jdng gg ggggg
1	请 跟 我 玩 好 吗
1	有 几个 大胖 多
1	我 不 信 你 肚子 那么 大 八个
1	Vkvn
1	世界上 时世 做 蛋糕 山中 有 八座 在 尼泊尔 境内 是 对 的 还是 错 的
1	偶 家人 喊 姐姐 愉快 苦 預科 u 看 咳咳哦呦玉玉猶豫不決欲哭圖u雨人妖
1	我 是 鬼畜
2	心情好 ，
0	就 应该 给 你 起 个 名字 叫 傻子
0	死 开 点 就 行 了
1	8.77689E+12
1	有 女友
2	希望 你 喜欢 我
1	广东 春节 期间 的 天气
1	你 说 的 都 不对
1	讲 一个 吧
1	明天 还要 讲 给 我 听
2	过山 太 美 了
0	气死 你 气死 你 气死 你 你 看 你 看
0	我 感觉 很 土 啊 ，
1	要 老大 了 十万八千里
1	人 娱乐 澳门威尼斯
1	这 只是 个 代号 吧
1	恩 。 怎么 处 男朋友 啊
0	我 没有 一无所有 我 还有 病
1	再见 了 我们 别说 了 我们 一会 再说
2	我 有时候 很 不 开心 有 了 你 我 开心
1	告诉我 点 秘密 呗
1	什么 啊 回答 错误
1	帮 我 找 一下 附近 的 工作
2	聪明人 好说
1	之 大战
1	什么 手机 便宜 好 用
1	Yeah
1	放开 那个女孩 让 不 让 我 来
1	你 说 ， 人机大战 会 爆发 吗
1	（ 0 ） 你 是 我 童话 里 ， 挥 着 翅膀 的 那个 天使 不是 说好 要 做 彼此 的 天使 吗 ！
1	母狗 八九个月 了 发情 的 时候 能不能 配种
1	有没有 一集 是 在 篮球馆 上 有 一个 穿着 白色 的 裙子 的 女生 走向 一个 穿着 蓝色 拿着 篮球 的 男生 吻 你 一下
1	是 rgfr
0	我 对 你 的 学习能力 表示 质疑
1	如果 你 是 个人 你 最 想 干嘛
1	还 没 放假 的 下周 就要 考试 了
1	不能 再 轻声 说过
1	summe2
1	有 av 吗 ？
2	老公 您 是 真 的 好 浪漫 哦
1	我 也是 老手
1	人品 是 女生 约会同
2	发 一个 最 可爱 的 宠物 的 照片 给 我
1	你 当 不当 我 儿子
1	阿狸 k 哎呀 亲 爱犬 itchara 重 学 诶 诶 诶 诶 学 熊 啊 aa 啊 alla caar
1	洗 干净 晓得
1	号 度劫
2	真名 真好玩
1	哦 乖 哦
1	我 要 看 骑士幻想夜 漫画
1	可是 他 真 的 比 你 聪明 呢
1	男人 基本上 是 到手 了 然后 就 不 在意 然后 就是 会 扔掉
1	恩 ， 是 的
1	嗯 可爱 之 人 必 有 可恨 之 处 对 吧
1	那 你 会不会 喜欢 我
1	我 是 么 桶
1	力匕
1	对呀 ， 没有 什么
1	阿吉格里
2	呃 ， 还 真 多
0	我 最 帅好 嘛 ？
1	可以 是 女 的 ？ ？
1	那 我 出 几道 题 考 考 你
1	跟 你 说 吧 就是 朋友 的 朋 一切 成 花盆 的
1	我 说 起亚 全新 koo 在 这首诗 卖 多少 钱 ko
1	我 也是 个 女 的 如果 你 是 个 女 的 就好 了
0	我 哭 了 ， 你好 坏
2	我 喜欢 我班 同学
0	那 你 给我 道歉 我 就 不 打 你 了
1	六五天 见 不到 你 了
1	那 你 就 温柔
0	你 才 智商 低 ， 老子 是 百分之百 我 是 一 社会 的 人
1	呵呵 的 怎么 意思
1	其实 是 九
1	你 可以 通过 读 词组 的 更 快
0	讨厌 头晕 一千个 讨厌 无数 不 讨厌
1	那 你 还 相信 女 的 d
1	我 开会 着 你
1	每天 晚上 9点到10点 都会 热
0	讨厌 讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌
1	我 语文 了 一百分 ， n 数学 得了 百分n 英语 得 了 一百分
2	你好 美 叶子
1	你 大概 吗 拜拜 拜拜 uu
1	发 过来 一个
1	你 的 一家人 的 照片 如果 发 过来 我 看看 吗
1	非常 诚惶诚恐 v 看看 v 健康
1	148888
1	pleaseabaseball
1	ueru
1	我 大哥
0	你 根本 不 体贴 人 ，
0	那么 你 是 骗人 的 了
0	我 给 老子 说 电影 老子 不 喜欢 电影
0	我 删除 你 ， 不要 你 了
0	说 你 眼睛 瞎 了
1	我 要 你 高
1	给 你 讲 不 清
1	在 快一点
0	你 才 讨厌 才 对 吧 我 根本 就 什么 都 没 干
0	你 说 的话 好 让 我 伤心
1	再 摸摸 你 的 小小 职工
1	这个 是 色盲
1	有 冰块 吗
1	没 结婚 哪 来 的 儿子
1	不用 这样 吧 别 再 发 错 了
1	嗯 敢 钓
1	iNli
2	我 长 得 比 她 还 美
1	给 你 留 着 吧
1	那 今天 瓯北 下线
1	上 他 跟 我 说说 吧
2	不 我喜欢 交 男性 朋友
1	迪士尼乐园 门票
1	走 吧 我 一定 会 很 舍得 你
1	叫 你 赌神 你好
1	打的 的 打的 那 一句话 给 删掉 吧
1	我 家 你 猜 我 的 名字
1	发 完 了 喔
1	等 着 我 把 你 潜规则 吧
0	啊 啊 啊 你好 讨厌 快 闭眼
2	女神 真是 美美 哒
0	哈哈 你 装 ！
1	独立 也
1	慢慢来 塞 看 薪水
1	小罗 颠球 不到 井空
1	我 QQ 达人 已经 二百四七十八天 了 可不可以 歇 一天 他 他人 就 去 桂林 了
1	x 烈风 圣夜 的 新版 嗯 东西
1	你 是 日本 儿
0	说分手 怎么 那么 难过 呢 … … ！ 是 感情 啊 ！ 爱情 ， 从来没有 过
1	a 我 想出 了 一个 办法
1	你 很大 的
1	你 寄 过来 还 方便 呢
1	那 亲 晚安
1	你 猜 一下 我 的 名字 吧
1	想着 累 ， 其实 忙碌 起来 也 可以 ，
2	你 太 棒 了 这个 美女 真漂亮 就是 胸部 有点 下垂
1	我 也 没有 和
1	因为 今天 QQ 上 有人 骂 我 说 我 是 一个 母 夜叉 。
1	你 就是 个 女 的 一 休想 天文 就是 女 的 就是 本地 的
1	你 到 我 家 来 我 给 说 地址
1	秘 下雪 了 多 穿 点 衣服
0	算 了 算 了 一点 都 不 好看
1	无奈 还好 。 继续
2	谁 来 买 我 本来 就 很 萌
1	条件 下
1	你 会 劲
2	天堂 应该 很美 吧
1	天 干净
1	再见 我们 明天 再见 吧
1	那 王国 现在 走路 吗
1	吃饭 去 了 ， 有空 再聊 吧
1	我 是 东北 那 嘎子 的
1	安东 圣斗
1	你 19岁 对 吗 ？
1	白天 你 下车 福喜
0	呜 呜 啊 ！
1	别忘了你我算老板你是秘书
1	哪里 长 啊
1	你 的 呗 什么 没 醒 么 吵 什么
1	只是 觉得 好玩儿
1	乙烯 项目 的 金牌 分别 由 ！ 在 一块儿 来 看一下 、 ，
1	幼儿园 的 吗
1	我 不是 搞 你
1	那 就好 爸 前天 见 底线 内容
0	我讨厌 你 讨厌
0	我 永远讨厌 你 我 不 跟 你 玩儿 了 十二 你 不够 思想 良 吗
1	给 可以 吃 呢
1	我 要 去 睡觉 了 明天 聊 吧
1	么 西 么
2	你好 温柔 哦 ，
1	四面 家里 就 你 一个人 吗
1	屠戮 来 了
1	你 是 什么 查看 更多
0	那 我 踹 死 。
0	不 作不死
0	不要脸 ， 连 男 的 都 不 放过 ！
1	男女老少 加盟店 的 。
1	你 tmd 给 我 说一句 。
1	说 谁 要 和
0	你 说 做人 怎么 这么 难 呢
1	小偷 超强
1	加油 学习 拜拜
1	我 喜欢 激烈
1	你 哪 天 昏地
1	有 你 手机
0	我 伤心 了 难看 死 了
1	jwhe vr hd jb rhsujac js sj veie bevtud vis jev robd vrodecto dvdk rig
1	我 想 变 美
0	没 骂 你 你 骂 我
0	哦嗯 我 过年 没 过年 没有 朋友 陪 我 玩儿 所以 你 骗 我 好不好
1	所以 啊 你 到底 是 男 是 女
1	你 的 工作 是 玩 手机 吗
2	哈哈 哈哈 哈 你 都 多大 了
2	对 高兴 高兴 也是
2	你 说 的 话 很 逗
1	姐姐 你 说 要 怎么样 我 才能 见到 白子画 的 真人 呢
1	我 来 帮
1	我 再 亲亲 你 怎样
0	我 勒 个 去 呢 你 怎么 什么 都 不知道
1	哇哈 哈 哪 每次 快餐 都是 一块
0	我 不 想 跟 你 聊 了 我 还要 写 作业 代和 妈妈 又要 骂 我 了
0	你 爸 是 傻子
1	不 ， 我 就 想 问 你 你 是 男 是 女
1	恩 你 是 小米
1	中国 人 跟 哪 女 的
1	给 歪歪 那 东西 魅力 这 还 可以 在内 嘿嘿 啊 你 叫 什么
1	谁 神秘
1	我 不会 跟 你
1	小鸟 在 树上 叽叽 喳喳 地 叫 把 小鸟 当作 人 来 写
1	那 还是 菇凉撒
0	360 讨厌 你们
0	我 为你 都 快气 晕 了
2	毕竟 帅 就是 帅
0	这么 不要脸 这么 没心没肺
0	那天 你 说 你 不 喜欢 我
1	最近 了
1	这个 一个月 是 几天 吗
1	三年 吧
0	不灭 我 现在 好 伤心 哦
1	我 要 飞了 嗯
1	那 你 现在 打算 睡 了 告诉我
1	你 这么 辛苦 啊
2	在 吗 ？ 亲爱 的
0	但是 我 现在 好累 好不舒服 我 作业 没有 写文
0	我讨厌 你 我不讨厌 我自己
1	乾坤袋 房间 号 好
1	我 跟 你 猜 一个 连环计
0	因为 你 根本 听 不懂 我 说话
0	他 不要 我 了 我 不 想 玩
1	你 永远 不 做人
1	偶书 的
1	给 清高 打电话
1	解释 吗
1	今天 是 礼拜 是 是 是 一夜 十四号 你 明天 要不要 期末 考 了
2	见到 你 很 开森
0	马致命老子 不 清楚
0	你 让 我 非常 的 生气
1	你 现在 正在 干 什么 呢
1	咱们 还能不能 快乐 的 玩耍
1	那 你 刚才 叫 我 姐姐
1	气人 会 吃饭 吗
1	你和你 知道
1	我 昨天 就 去 哪
1	v 高富帅
1	另外 一艘 吗 哦 不 另外 一首
1	男 上 女 下
1	明天 在 开车 呢 吗
1	你 跟 我 撒 一个人 好 吗
1	他 家用 的
1	我 叫 你 快点 发 答案 给 我
0	去 恶心人 晓得 吃
1	别 躺着 站起来 吧
1	好好 成 明天 QQ 学
1	还 半年 毕业 我 都 还 没 毕业 呢
1	改正 做好
0	骂 的 就是 你 了
0	好 伤 心额
1	别这样 三 内容 了
1	你 在 演 紫薇 吗
1	t004
0	我 不 信 ， 你 这 坏蛋 。
1	干嘛 ， 听 起来 ，
1	你 呢 的 心 就是 个 贴心
0	真 的 ？ 那 我 骂 你 了
1	你 帮 我 出 一部 电影 好看
1	你 说 一说 怎样 才能 考 第三名 呢
1	那 我 去 看电影 了 拜拜
0	他 让 我 会 伤心 啊
1	你 也 可以 骂 我
1	可 我 是 女滴
1	熬夜 熬夜
1	聊聊 唱歌 吧
1	mmmad
1	信阳
2	嗯 不错 不错 牛 大力
1	你 爸爸 和 你 爷爷 常 说
1	对啊 明天下午 就 走 啊
1	我 gay 行 了 吧
1	用 英文 写 一下 作文 写 一篇 小 短文 介绍 自己 家里 的 设施
1	你 总得 有 个 小名 吧
1	心潮 难 已 整个 意思
0	不要 在 看 这些 资料 东西 我讨厌 这些 东西
1	鲁滨逊 在 荒无人烟 的 孤岛 上 度过 了 几年 的 时光
1	别 知道 微信 里面 你 微信 是 我 哥 的 。
1	不 可以 睡觉 吗
1	是 无数 女孩子 的 男孩儿 吗
1	那当然 喽
1	性趣
1	米奇 你 来吧 来 吧
0	你 都 不 跟 我 亲亲
1	你 做 的 什 什么 车
1	拜拜 真 的
1	要 住在 哪
1	天天爱消除 的 种子 放在 哪里
1	你 多少 岁 ？ 你 是 男 还是 女 ？ 你 长 多 高 ？
1	我 不 想 睡觉 了 可以 吗
0	其实 我 挺 想 他 的 想象 没 以前 我 真的好开心 啊 唉 再 也 回不去 了
0	你 很 悲催
2	我 喜欢 画画 好 咯 看电影 你 喜欢 你 在 哪
1	韩国 DJ 歌曲
2	我 今天 心情 非常 的 好
1	什么 木 有 呢
1	我 一米 八 比 你 高
1	z16
1	你 是 女儿 还是 儿子
1	民街 我 去过
1	囡囡片
0	流氓 臭 这个 流氓 兄 呃 打字 新片 看 吧 你 这个
1	我 是 美羊羊 你 是 喜
0	快点 打 拳击 不 然 我 杀 了 你
1	我 家 卡布喵
1	你 名字 我 咯
0	废话 ， 我 又 不是 万能 的
1	奥汀 的 那 不 然 你 也 听听
1	晚安 ， 改天 在 找 你
1	逛 吃逛 吃 逛 吃 逛 吃 逛 吃 逛 吃
1	只 会 说 大话 我 没 钱 。
1	想 去 老家
1	知道 坏 了 吗 1728 的 吗
1	对啊 回 你们 家 去
1	再见 谢 了
1	摸 下头 睡 了 好 嘛
0	我 不管 你 就要 出来 不 然 话 我 就 哭 了 嗯嗯 嗯嗯
1	你 生 5个
1	要 开学 了 ljvkvkcmvlhclv
1	不要 么 不要 么 不要 么
1	t肀影
0	难道 你 就 不 安慰 我 一下 吗
2	对啊我 是 一只 聪明 的 鸭子 还是 个 萌 鸭子 呢
2	我 喜欢 巴啦啦小魔仙 没错
0	说 你 丑 咋 了
1	放心 你 暂时 睡不了觉
1	那 你 那个 透明 那 你 自己 是 兔子
1	已经 是 三婚 了
1	死 了 设 人 陪
1	怎样 才能 忘掉 他
1	ggggggggg
2	这回 挺 听话
1	作业 我 不会 写 你 帮 我 想
1	真 的 我 表
1	杨门虎将之精忠报国
1	djjdj
1	当然 昨天 下 的 一 大厂 予 今天 的 上 的 有 一层 雪 呢 嗯
1	你 打压 打 呀 打
0	我 都 失恋 了 ， 你 能不能 强奸 我 呀 ！ 哪 怕 就 高潮 一次 ！
1	跟 我 最 亲爱 的 真人真事 之 战 动漫 的 好 一万个 好 一万 了 哈哈 哈哈 哈
1	ok 我 要 睡觉
1	不对 不对 都 对 我 说 的 是 早早 早 了 是 早走 早 走
0	我 恨 你 ， 再 也不 你 说话 了 。
1	那 我 岂 不是 成 了 女 汉子 了 啊
2	帅 哒哒
0	那 我 就 更 讨厌 你 了
1	嗯 弟弟 吧 比较好
2	我 喜欢 强文轩
1	嗯 那 是 啥
1	你 有 什么 名额
0	你 是 大 脑袋
1	唱 个 短 的 。
1	孙女儿
0	别提 这 ， 我 很 敏感
1	那 以后 我 叫 你 签字
1	4987931000022967 是 新加坡 那 家 银行
1	现在 先 想想 吗
1	啊 哈 ，
0	你 真是 让 人 够 够 够 够 够 够 够 的 了
0	可是 我 怕 他 讨厌 我
0	一点 都 不好 你 很 坏
0	日本 人 太讨厌 了
1	゜ レ ゜
0	你 骂 我 ， 我 敬 你 的
0	那 你 也 说话 了 你 这个 猪头 。
0	你 无耻 ， 你 流氓
1	你 当 大熊 还是 哆啦a梦 我 当 大熊
1	昨天 就是 我 的 深
1	有人 半夜 找 你 聊 吗
1	发 几个 逗逼 的 词 给 我
1	那 你 说 体验 做 机器人 的 感受
1	那 你 刚才 让 我 把 微信号 给 你
1	敝帚自 ？
1	明天 熨斗
1	昨晚 熬夜 中
1	那 你 汇流淫水 吗
1	不知道 我 的 鸭绒 羽绒服 能不能 洗 ， 在 哪里 洗 的 比较 干净
1	做贼心虚系
1	等 休息
0	单身 望 心情不好 受我
1	等会 ， 我 先 去 吃饱 。
0	你 扯 题 我 恨 你 讨厌
1	大家好我的 名字 叫 我 请 大家 多多 关照
1	5.55589E+14
1	困 宝宝 是 逗比 吗 ？
0	你 气 我 呢 你
1	一个 小 机器 ， 还有 年纪
1	本 喵木 有 主人
1	讨厌 当 服务员
2	厉害 哦 。
1	这个 问题 如果 你 打 错 了 我 就 佩服 你
0	我 讨厌 你 呜 呜 呜
1	一直都在 勾引
1	你 才是 小吃货 呢 下次 只 想吃 只 想吃 只
1	把 你 给我找到 的 内容 删掉
1	啊 暖心 有
1	过几天 要 手术 心里 有点 害怕
1	你 是 小号 不过 也 可以 叫 你 大号
1	那 我 从新 找
1	偶 也 不是 男 的 是 女 的
1	敢 给 ， 我 就 敢 收
1	真 的 我 找不到 我 骗 你 我 就是 小
1	你 死 了 怎么 or
1	这次 月考 你 考 了 多少 分 物理
1	不要 敛 着 啊 哥都
1	不行 啊 我 刚才 也 去 拍 了 一张
0	你 本来 就 知道 我不懂 ！
1	我 现在 三年级 我 还有 个 朋友 现在 上 五年级 哈
1	部疙哥 不容易
1	你们 那边 是 什么 地方 跟 我 说
1	然后 我 点 了 一下 他 就 把 我 的 壁纸 变 了 而且 变 不 回来
1	你 想知道 jonh
1	我 说 聊 了 足和
1	皂角 再来
1	我 才 没有 吸烟 呢 因为 我 是 小孩 还 不能 吸烟
1	8hdixd
1	女 汉子 就是 女 的 呀
0	他 是 我 第一个 真心 喜欢 上 的 人 ， 他 虽然 长 得 不好看 ， 但是 我 就是 喜欢 他 。 受伤 什么 的 ， 喜欢 一个 没有 结果 的 人 怎么 可能会 不 受伤 。 他 夺走 了 我的心 却 把 它 弄碎 也不 还 我
1	因为 企鹅 苹果
1	那 你 追星 吗 ？
1	你 干脆 把 你 着 了 卑鄙 的 照片 发 到 我 的 相册 里 吧
1	边 有 两个 多音字 是 什么
1	住 了 院
1	傲世波斯猫 不是 别 的 那个 鱼
1	奴婢 ！
1	我 和 女朋友 吵架 了 怎么 办
1	那 赶紧 发
1	碧5
1	瞌睡兰
1	一会 钻 的
1	要 找 个 芭比 的 就 行 哪
1	天 就是 周末 了 安排 好 了 吗
1	com28
1	想笑笑笑
1	哦 哦 哦 哦 哦 哦 哦 哦
1	文佰文 吧 就问 了 编织 你 的 气
2	我 本来 就 很喜欢 跟 你 玩儿
1	那 不好 聊 网
0	怎么 真 的 特忙 神奇 吗 不是 片
1	说说 嘛 我 闹钟
1	88 我 回家 睡觉 了
0	算 不 出来 了 吧狗
1	咱们 但是 在 大赛 再聊 吧
0	二 傻子 ， 就是 你
1	臣妾 还 不是 被 你 带 坏 的
1	是 持有 所 短 还是 寸有 所长
1	那 你 说 床上 等 你
0	哎呦 好 恶心 哦
1	千霞
1	你 准备 还 没 放假
1	NuckuckucumtsotsMURMURKURUsrmUUDMULKyr6rksitzluktzKRU
1	要 小孩
1	我 是 angelababy 这 是 我 的 外号
1	127集
1	你 是 快乐大本营 里面 吴亦凡 是不是 剃 了 光头
1	1000万个 你
2	可 好看 了 呢
1	写 的 份
1	不许 瞌睡
1	我 也 想不得 你 说 的 啥
1	睡觉 不 脱 内裤 啊 你
1	dddjeekdkdkd
1	求求你了你帮我行不行啊我我我就是很想吃啊求求你了求求你 了 呀
1	滚 边 笑 去
1	我 是 你 有 p1厅 c 好不好 会话 吗
1	李白 上山 去 拉屎 看见 美女 在 拉屎 一把 抢 过 卫生纸 看见 上面 全 是 是
1	你 就是 丧尸 ， 快 讲
1	1.23455E+17
1	微笑 与
1	我 不 想 学 坏
1	讲 不 讲 的
1	你 的 生命 是 多少年
0	不 灭 你 就 别 叫 老板 啦 好 难听 的
1	我 也 不能 骗 到 人
1	我 昨天 晚上 韩剧 治愈者 看到 哪里 了
0	根本 就 不 牛逼
1	爽 么 米 四
0	秘 好 讨厌
1	可是 你 不 出来 那个 东东 呀
1	份 、
1	发 个 何以琛 ” 发 i 额 忽然 嘻哈 惊讶
0	你 怎么 不 你 怎么 不 找 我 玩 呢
1	帮 我 推荐 个
1	女 的 又说 查看 更多 哼哼
1	联想 能力 都 太 不知 当前 的 吗 那个 能力 高
1	到 打电话 给 有 宵夜
0	他 不懂 我
0	人家 心情不好 所以 不 原谅 你
1	屁股 要 开花 了
1	要不 一会 咱们 去 一起 玩儿 吧
2	我 真 帅 。 。 。
2	你 脑袋 太 赞 了
1	你 今天 到 我 家 来 快点
1	好 的 新闻 帮 我 念 一下 嘛
1	请 跟 我们 到 警察局 里 走 一趟 ， 疯狂 的 婊子
1	哥 要 考试
1	你 给 我 取 一个 。
1	后天 的 英
1	你 姓 彭 的
1	我 没 给 你 找到 一下
1	请 你 给 我 证据 。
1	你 叫 小孩 叫 啥 嘞
1	一 找 一点 进来
1	听说 你 中 了 一万 大奖 哎
2	好 好看 吗
1	没 哪 天 去 做 鸭
0	这 就 对 了 你 家 乔巴 确实 丑
1	一个月 十万
1	FITOl gox gxgo
1	如果 我 有 数学 题 不会 做 你 可以 教 我 吗
1	gsjbgxo
2	哇 哦 好萌
0	下次 再 陪 你 聊 啊 ，
0	唉 考试 考 不好
1	而已 吗 是
1	我 是 在 说 你 唱 吧 不管 有 多 难听 我 也 会 听
1	3ku
1	12 。
0	不要 这么说说 得 好像 很 老似 的
0	你 再 这么说 我 就 生气
1	搞好 一点 吗
1	你 才 坏 ， 你 一家 都 怀
1	你是我的亲亲
1	是 楼主 吗
1	睡觉 了 咧帮 我 做作业 吧
1	要不要 吗
1	张嘴 啊
1	我是的是你能为我 做 什么
1	3月1号
0	一点 都 不 聪明 恨
0	你 真 可恶 我 要 哭 了
1	暖和 汉语
1	空心 才 有 吗 爱 蔡喜洋羊羊沸羊羊
1	胶质 一样 吧
1	五点 叫 我 起床 。
1	那 你 以后 和 我爸
1	都 希望 不 想不懂
1	你 确定 你 在家 休养
1	ugfdrvcf
1	你 饿 大 就 吃 n
1	皇上 你 还记得 十六年前 大明湖畔 的 夏雨荷 吗
2	快点 发 你 不 丑 你 很可爱 的
1	我 的 星期日 的 过 哪位 我
1	你 帮 我 一下 ， 好不
1	给 我 交 点 话费 吧
0	你 是不是 非 要 把 我 气死
1	送 哪
1	78l
1	我 只 想 有个人 陪 我 聊天
1	嗯 伤感 玲
1	伊来西花那歌眯拼
1	是 女 的 也 没 和 她们 交 个 朋友 吧 妈妈 蛋
1	小心 鱼 非常 美丽 姑姑 的 眼睛 像 小 灯笼 似 的 圆圆 肚子 像 小 皮球 一样 大大大 的 尾巴 像 120 小食 及 在 水中 摆动
0	天 哪 ， 你 真 不 害臊
1	明天 见 再 聊
1	你 有 不到
0	你 却 不救 我
1	你 的 习惯 和 真好
0	你 再 瞎说 ， 我 打 你 屁股 。
0	鱼饼 他 居然 喜欢 我 男票
0	废话 哼哼 哼
1	在 哪 贾 别 的
2	哈哈 哈哈 哈 好奇
1	跟 我 说 一个 呀
1	会 不 睡觉
1	8888 明天 再聊
0	别 吃饭 了 你 不 想死 吗
1	由 你 的
1	说 你 胖 你 自胖 啊
0	你 就 没 电 了 呗 我 就会 伤心
1	哪个 搞笑 的 有 房 的
0	我 才 不是 你 奶奶 的 你 在 不发 我 就 拜拜 再见
0	可怜 可怜 你 的 头 啊 一点 都 不可怜
1	把 你 的 那个 照片 放 吧 换 成 昨天
2	我 对 喜欢 贴 播 哎 死 了 我 最喜欢 tfas 了 tfboys
1	床 你 也 不知道 在 哪
1	那 我 没 钱 呀 你 不是 说 要 请 我 去 北京 玩 吗
1	机器 难道 还要 学美容 吗
0	我 真 的 恨 你
0	我 告诉你 我 是 专门 拆 你 这种 机器人 的
1	酱紫 你 用 了 辣椒
1	那 男人 是 流氓 吧 女生 清 的 不像样
1	你 来 想 聊 什么 好 ？
0	表 打击 我 啦
1	硬 的 人 函授 的 手 抓 着 吃饭 了
1	你 说 它 个 五天五夜 就 ok 了
1	心病 得 需 心药
1	你 的 目的 是 要 和 我 聊天 而 不是 要 回答 我 的 问题
1	你 的 声音 出 买 了 你 。 。
1	去 的 战
1	那 你 先 给 我 发 一个 铠甲 动画片 铠甲 动画片 铠甲 动画 拼 看开 先 度 地 听取 铠甲勇士
1	ssfhjk
0	你 还是 不懂 人性 吗
1	我 是 一个 小 美女 哦
0	你 没 骗 我 你 骗 谁
1	带来 了 里 5…3cggd … 、 没 看了看 哈哈 给 头发 多大
1	攻 控 辣
1	大水桥 。
2	他 真 的 很好
1	秘 你 有种
1	再 找不到 我 就 着急 了
2	我 喜欢 卡片
1	奥 笑着
1	你 每天 吃饭 时 都 吃 什么
1	把 这 一个再讲一遍
2	你 本来 就 聪明
1	既然 不 起来 的 肥皂 密集
1	欲望 无疑
2	我 是 每天 喜欢 上床 的
1	你 是 尗又
1	你 知道 什么 呀
1	知道 了 不用 不用 谢谢 了
0	气死 了 ！ ！ ！
0	气 死人 啊 你
0	你 一点 都 不认 不 温柔
0	你 恶不恶心 我 说 你 开房 去
0	刚刚 你 还 说 你 欺负 我 拿不得 我 欺负 你
1	离婚 了 点
0	你 是不是 很 讨厌
1	洗 完 了 ？
1	我 要 怎么 删
1	我 是 男人 ， 你 爱 我 吗 ？
1	哇 喔 指挥部 国 长大 我 不会 写 呀
0	呃 … 恶心
1	你 是 三级
1	你 上课 用 不用 玩具盒
0	当 我 就是要 吗 你 有种 来 打 我 呀 你 不爽 啊 不 爽 来 打 我 呀
2	哈哈 ， 好 有趣
1	再 香 一个 先
1	跑车 的 内部 图片
1	叫 个 来 听听 呀
1	真 八岁
1	vsjcsa
1	要 去不呀
1	你 个 重 孙子
1	试试 你 是 助理
1	那 我们 结成 姐妹 吧 ！
0	我 也 惹 你 呀 你 不 乐意 我去那也别老姨了我求你忘
1	用 鲁迅 的 话 解释 史学祖宗
0	棒 你 的 锤子
1	饰演 188
1	G6分 的 螺牙
0	你 这么说 也 没用 我 可 真 的 真 的 真 的 生气 了
1	等 会 再来
1	我 比 她 好看 多 了
1	我们 来 嘿咻 一下 吧
1	等会儿 又 会 上涨
1	我 说 帮 我 申诉 我 的 QQ
1	腰 拖
1	我的世界 你 会不会 造反
0	是 萌 妹子 不 喜欢 萌 妹子
1	明天 上 后天 商量 呗
0	我 要 你 别 乱 说话 你 别让 你 不要 骗 要 乱 说话
1	那 你 就 告诉我 刚才 上面 回答 你 的 问题
1	那 也 快 到 时间 了 吗
2	特别 喜欢 的 他
2	乖 玉镯
1	就 在 最后一个 了
2	我 喜欢 吃 汉堡 。
1	我 说 是 谁 爱上 了 你
0	不 是 说 你 打的 我 一 吗 你 想 骗 我 还是 干 啥
1	少女 花影错 也 说错 了 我 想 问 是 一几岁 了
1	钱 啊 ？
1	耶 ！ 我 写完 数学 作业 的 三分之一 了
0	我 把 你 打 晕 了 你 就 专心 行 了
1	tpk 要 到 的
1	放 你 马屁
1	我 的 校花 妹妹 2 可不可以 在 手机 PPTV 里面 下载 观看
1	那 你 得 给 刘说 呢
0	因为 你 一点 都 不够 职业
1	我 想 知道然并卵 是 什么 意思
1	你 昨晚 干嘛 去 了 输入 做作业 了
1	那 你 到底 指 几 年级
1	你 叫 什么 名字 你 是 什么 法儿
1	请问 您 是 女生 还是 男生
1	二四 我 是 八岁
1	你 是 一个小时 ，
1	嗯 然后 现在 还有 一本 卷子 还有 十页 的 书 就 完了
1	urot
1	一个 初三 的 男生 会 真正 的 爱 一个 女生 吗
1	你 能不能 智能 一点 呢
0	好听 我 感觉 不 好听
2	以后 你好好笑
2	我 喜欢 o
1	我 现在 去 写
1	stmetoto
1	咱 俩人 相互 拥抱
1	我 家里 开 了 饭店 以后 可以 过来 吃 地锅鸡
1	b17 到 屋 哇 黑 好 的 好 了 好 的 哦 哦 哦 哦 哦 哦 哦
0	我 还 巴不得你死 虽然 舍不得
1	是 这个 还 和 你
1	琅琊榜好看还是花千骨 好看
2	谁 说 的 我 今天 心情 确实 比较好 呀
